--------- beginning of main
03-03 05:14:10.651 W/auditd  (  336): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 05:14:13.488 I/vold    (  339): Vold 3.0 (the awakening) firing up
03-03 05:14:13.488 V/vold    (  339): Detected support for: ext4 vfat
03-03 05:14:13.751 I/rmt_storage(  373): Shared memory initialised successfully.
12-22 06:59:07.418 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.418 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.419 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.419 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.419 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.419 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.419 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.420 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.421 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.421 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.422 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.422 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.422 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.422 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.422 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.424 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.425 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.431 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.432 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.433 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.434 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.435 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.436 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.437 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.437 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.437 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.437 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.437 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.438 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.439 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.440 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.441 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.442 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.443 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.444 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.445 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.458 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.458 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.458 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.458 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.458 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.459 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.459 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.459 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.459 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.459 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.460 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.461 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.461 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.461 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.461 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.461 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.462 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.462 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.462 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.462 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.462 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.467 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.467 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.467 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.467 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.467 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.468 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.469 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.470 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.470 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.470 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.470 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.470 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.471 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.471 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.471 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.471 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.471 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.472 W/PackageManager(  879): Failed to parse /system/app/Chrome: Package com.android.chrome at /system/app/Chrome ignored: updated version 252608301 better than this 240363351
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.476 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
