--------- beginning of main
03-03 07:01:51.590 W/auditd  (  335): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 07:01:54.521 I/vold    (  338): Vold 3.0 (the awakening) firing up
03-03 07:01:54.521 V/vold    (  338): Detected support for: ext4 vfat
03-03 07:01:54.778 I/rmt_storage(  369): Shared memory initialised successfully.
12-22 08:47:23.725 I/BugleDataModel( 5799): Fixup: Send failed - 0 Download failed - 0
12-22 08:47:23.997 I/BugleDataModel( 5799): SyncMessagesAction: Starting batch for messages from 1450770429274 to 1450770443322 (message update limit = 80, message scan limit = 4000)
12-22 08:47:24.102 I/ActivityManager(  878): Start proc 5849:com.google.android.talk/u0a55 for broadcast com.google.android.talk/com.google.android.apps.hangouts.service.BootReceiver
12-22 08:47:24.142 I/BugleDataModel( 5799): SyncMessagesAction: All messages now in sync
12-22 08:47:24.145 I/ActivityManager(  878): Killing 4965:com.android.hotwordenrollment/u0a20 (adj 15): empty #17
12-22 08:47:24.158 I/CheckinTask( 3547): Sending checkin request (15310 bytes)
12-22 08:47:24.185 I/Bugle   ( 5799): ApnsOta: OTA version -1
12-22 08:47:24.231 D/BluetoothManagerService(  878): Added callback: android.bluetooth.IBluetoothManagerCallback$Stub$Proxy@3228ff:true
12-22 08:47:24.251 W/Bugle   ( 5799): canonicalizeMccMnc: invalid mccmnc:null ,null
12-22 08:47:24.271 D/MmsServiceBroker(  878): getCarrierConfigValues() by com.google.android.apps.messaging
12-22 08:47:24.271 D/MmsService( 3753): getCarrierConfigValues
12-22 08:47:24.271 I/MmsService( 3753): mms config for sub 1: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}]
12-22 08:47:24.272 I/Bugle   ( 5799): Carrier configs loaded: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, groupChatDefaultsToMMS=false, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}] from resources+system for subId=1
12-22 08:47:24.296 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000001]
12-22 08:47:24.296 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:24.296 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:24.296 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:24.297 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:24.297 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:24.317 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bfa0308000100000000]
12-22 08:47:24.317 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:24.317 D/QcrilMsgTunnelSocket( 5179): Response ID 525306 is not served in this process.
12-22 08:47:24.317 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:24.317 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:24.317 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:24.447 I/dex2oat ( 5776): dex2oat took 1.110s (threads: 2) arena alloc=182KB java alloc=33KB native alloc=1131KB free=1172KB
12-22 08:47:24.469 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000001]
12-22 08:47:24.470 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:24.470 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:24.470 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:24.472 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:24.472 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:24.479 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000000]
12-22 08:47:24.479 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:24.479 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:24.479 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:24.479 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:24.480 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:24.510 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bfa0308000100000001]
12-22 08:47:24.510 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:24.510 D/QcrilMsgTunnelSocket( 5179): Response ID 525306 is not served in this process.
12-22 08:47:24.510 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:24.511 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:24.511 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:24.733 I/CheckinRequestBuilder( 3547): Checkin reason type: 5 attempt count: 1
12-22 08:47:24.762 W/art     ( 3948): Suspending all threads took: 60.293ms
12-22 08:47:24.798 E/ActivityThread( 3547): Failed to find provider info for com.google.android.wearable.settings
12-22 08:47:24.850 I/Babel_SMS( 5849): MmsConfig: mnc/mcc: 232/10
12-22 08:47:24.850 I/Babel_SMS( 5849): MmsConfig.loadMmsSettings
12-22 08:47:24.851 I/Babel_SMS( 5849): MmsConfig.loadDeviceMmsSettings from API: mUserAgent=Nexus5X, mUaProfUrl=http://gsm.lge.com/html/gsm/ZTtB_KsOlQIGkFIA/Nexus5X-M3.xml
12-22 08:47:24.851 I/Babel_SMS( 5849): MmsConfig.loadFromDatabase
12-22 08:47:24.921 E/SQLiteLog( 5849): (1) no such table: mmsconfig
12-22 08:47:24.926 I/Babel_SMS( 5849): MmsConfig: no mmsconfig table android.database.sqlite.SQLiteException: no such table: mmsconfig (code 1): , while compiling: SELECT key, value, type FROM mmsconfig WHERE numeric=?
12-22 08:47:24.926 I/Babel_SMS( 5849): MmsConfig.loadFromResources
12-22 08:47:24.933 E/Babel_SMS( 5849): canonicalizeMccMnc: invalid mccmnc nullnull
12-22 08:47:24.934 I/Babel_SMS( 5849): MmsConfig.loadMmsSettings: mUserAgent=Nexus5X, mUaProfUrl=http://gsm.lge.com/html/gsm/ZTtB_KsOlQIGkFIA/Nexus5X-M3.xml
12-22 08:47:24.954 W/EntryProvider( 3948): file contents incomplete
12-22 08:47:25.004 I/InputReader(  878): Reconfiguring input devices.  changes=0x00000010
12-22 08:47:25.020 I/InputReader(  878): Reconfiguring input devices.  changes=0x00000010
12-22 08:47:25.064 I/Babel_Crash( 5849): Startup - clean
12-22 08:47:25.092 I/Babel_telephony( 5849): TeleModule.launchCompleted
12-22 08:47:25.125 I/Telecom (  878): PhoneAccountRegistrar: SimCallManager queried, returning: null
12-22 08:47:25.211 I/Babel_telephony( 5849): TeleModule.updateConnectionManagerRegistration, registration preference changed from false to false
12-22 08:47:25.211 W/Babel   ( 5849): BAM#gBA: invalid account id: -1
12-22 08:47:25.211 W/Babel   ( 5849): BAM#gBA: invalid account id: -1
12-22 08:47:25.211 I/Babel_telephony( 5849): TeleModule.updateIncomingCallRegistration, preferred account for incoming calls changed from: null to null
12-22 08:47:25.216 I/Telecom (  878): PhoneAccountRegistrar: SimCallManager queried, returning: null
12-22 08:47:25.277 I/Babel_Prime( 5849): startMemoryMonitor
12-22 08:47:25.284 I/Babel_Prime( 5849): isMemoryEnabled=false
12-22 08:47:25.287 I/Babel_Prime( 5849): isTimerEnabled=false
12-22 08:47:25.386 W/Babel   ( 5849): On boot, found 1 ready accounts
12-22 08:47:25.386 I/Babel   ( 5849): babel boot account: johannes.zweng@gmail.com
12-22 08:47:25.423 W/art     ( 3948): Verification of void com.google.android.gms.contextmanager.fence.internal.UpdateFenceRegistrationImpl.writeToParcel(android.os.Parcel, int) took 160.919ms
12-22 08:47:25.454 I/hubconnection(  878): sensorhub said: 'flush 14'
12-22 08:47:25.454 I/hubconnection(  878): saw sensor 14 flushed
12-22 08:47:25.490 I/ActivityManager(  878): Start proc 5941:com.google.android.deskclock/u0a67 for broadcast com.google.android.deskclock/com.android.deskclock.AlarmInitReceiver
12-22 08:47:25.594 W/System  ( 5941): ClassLoader referenced unknown path: /data/app/com.google.android.deskclock-1/lib/arm64
12-22 08:47:25.618 W/art     ( 5478): Suspending all threads took: 80.070ms
12-22 08:47:25.663 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:25.792 I/ActivityManager(  878): Start proc 5962:com.android.providers.calendar/u0a1 for content provider com.android.providers.calendar/.CalendarProvider2
12-22 08:47:25.823 I/GAv4    ( 5941): Google Analytics 7.8.95 is starting up. To enable debug logging on a device run:
12-22 08:47:25.823 I/GAv4    ( 5941):   adb shell setprop log.tag.GAv4 DEBUG
12-22 08:47:25.823 I/GAv4    ( 5941):   adb logcat -s GAv4
12-22 08:47:25.845 W/System  ( 5962): ClassLoader referenced unknown path: /system/priv-app/CalendarProvider/lib/arm64
12-22 08:47:25.857 I/PowerManagerService(  878): Going to sleep due to screen timeout (uid 1000)...
12-22 08:47:25.877 I/Adreno  (  878): QUALCOMM build                   : 63c06b2, I8366cd0437
12-22 08:47:25.877 I/Adreno  (  878): Build Date                       : 10/21/15
12-22 08:47:25.877 I/Adreno  (  878): OpenGL ES Shader Compiler Version: XE031.05.13.02
12-22 08:47:25.877 I/Adreno  (  878): Local Branch                     : 
12-22 08:47:25.877 I/Adreno  (  878): Remote Branch                    : quic/LA.BF64.1.2.9_v2
12-22 08:47:25.877 I/Adreno  (  878): Remote Branch                    : NONE
12-22 08:47:25.877 I/Adreno  (  878): Reconstruct Branch               : NOTHING
12-22 08:47:25.892 D/PermissionCache(  368): checking android.permission.READ_FRAME_BUFFER for uid=1000 => granted (132 us)
12-22 08:47:25.937 E/ctxmgr  ( 3637): [FencePendingIntentCache]Expected to find a PendingIntent for pendingIntentKey=0c43f453-1031-45a2-bb75-b2c15b429591
12-22 08:47:25.937 E/ctxmgr  ( 3637): [FencePendingIntentCache]Expected to find a PendingIntent for pendingIntentKey=0c43f453-1031-45a2-bb75-b2c15b429591
12-22 08:47:25.937 E/ctxmgr  ( 3637): [FencePendingIntentCache]Expected to find a PendingIntent for pendingIntentKey=0c43f453-1031-45a2-bb75-b2c15b429591
12-22 08:47:25.937 E/ctxmgr  ( 3637): [FencePendingIntentCache]Expected to find a PendingIntent for pendingIntentKey=0c43f453-1031-45a2-bb75-b2c15b429591
12-22 08:47:25.937 E/ctxmgr  ( 3637): [FencePendingIntentCache]Expected to find a PendingIntent for pendingIntentKey=0c43f453-1031-45a2-bb75-b2c15b429591
12-22 08:47:25.955 W/GAv4    ( 5941): AnalyticsReceiver is not registered or is disabled. Register the receiver for reliable dispatching on non-Google Play devices. See http://goo.gl/8Rd3yj for instructions.
12-22 08:47:25.992 W/GAv4    ( 5941): CampaignTrackingReceiver is not registered, not exported or is disabled. Installation campaign tracking is not possible. See http://goo.gl/8Rd3yj for instructions.
12-22 08:47:26.008 I/CalendarProvider2( 5962): Created com.android.providers.calendar.CalendarAlarmManager@235fb9(com.android.providers.calendar.CalendarProvider2@8504ffe)
12-22 08:47:26.023 I/VideoCapabilities( 5849): Unsupported profile 4 for video/mp4v-es
12-22 08:47:26.058 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:26.061 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:26.104 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bfa0308000100000000]
12-22 08:47:26.104 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:26.104 D/QcrilMsgTunnelSocket( 5179): Response ID 525306 is not served in this process.
12-22 08:47:26.104 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:26.105 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:26.105 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:26.144 D/GpsLocationProvider(  878): received SIM related action: 
12-22 08:47:26.147 D/GpsLocationProvider(  878): SIM MCC/MNC is available: 23210
12-22 08:47:26.150 D/MccTable( 3753): updateMccMncConfiguration mccmnc='null' fromServiceState=true
12-22 08:47:26.150 D/MccTable( 3753): WIFI_COUNTRY_CODE set to 
12-22 08:47:26.150 I/WifiService(  878): WifiService trying to set country code to  with persist set to true
12-22 08:47:26.147 D/GpsLocationProvider(  878): Reset GPS properties, previous size = 17
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_HOST=supl.google.com
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_PORT=7275
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_1=http://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_2=http://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_3=http://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_MODE=1
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_VER=0x20000
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: LPP_PROFILE=0
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: NMEA_PROVIDER=0
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: ERR_ESTIMATE=0
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: INTERMEDIATE_POS=0
12-22 08:47:26.152 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_ES=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): GPS properties reloaded, size = 17
12-22 08:47:26.154 D/GpsLocationProvider(  878): GPS configuration:
12-22 08:47:26.154 D/GpsLocationProvider(  878):  #Tue Dec 22 08:47:26 GMT+01:00 2015
12-22 08:47:26.154 D/GpsLocationProvider(  878): SUPL_HOST=supl.google.com
12-22 08:47:26.154 D/GpsLocationProvider(  878): XTRA_SERVER_3=http\://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:26.154 D/GpsLocationProvider(  878): XTRA_SERVER_1=http\://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:26.154 D/GpsLocationProvider(  878): SUPL_PORT=7275
12-22 08:47:26.154 D/GpsLocationProvider(  878): DEBUG_LEVEL=2
12-22 08:47:26.154 D/GpsLocationProvider(  878): XTRA_SERVER_2=http\://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:26.154 D/GpsLocationProvider(  878): SUPL_ES=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): NMEA_PROVIDER=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): CAPABILITIES=0x37
12-22 08:47:26.154 D/GpsLocationProvider(  878): SUPL_VER=0x20000
12-22 08:47:26.154 D/GpsLocationProvider(  878): XTRA_SERVER_QUERY=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): ERR_ESTIMATE=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): INTERMEDIATE_POS=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): LPP_PROFILE=0
12-22 08:47:26.154 D/GpsLocationProvider(  878): NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:26.154 D/GpsLocationProvider(  878): SUPL_MODE=1
12-22 08:47:26.155 D/GpsLocationProvider(  878): final config = #Tue Dec 22 08:47:26 GMT+01:00 2015
12-22 08:47:26.155 D/GpsLocationProvider(  878): SUPL_HOST=supl.google.com
12-22 08:47:26.155 D/GpsLocationProvider(  878): XTRA_SERVER_3=http\://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:26.155 D/GpsLocationProvider(  878): XTRA_SERVER_1=http\://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:26.155 D/GpsLocationProvider(  878): SUPL_PORT=7275
12-22 08:47:26.155 D/GpsLocationProvider(  878): DEBUG_LEVEL=2
12-22 08:47:26.155 D/GpsLocationProvider(  878): XTRA_SERVER_2=http\://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:26.155 D/GpsLocationProvider(  878): SUPL_ES=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): NMEA_PROVIDER=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): CAPABILITIES=0x37
12-22 08:47:26.155 D/GpsLocationProvider(  878): SUPL_VER=0x20000
12-22 08:47:26.155 D/GpsLocationProvider(  878): XTRA_SERVER_QUERY=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): ERR_ESTIMATE=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): INTERMEDIATE_POS=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): LPP_PROFILE=0
12-22 08:47:26.155 D/GpsLocationProvider(  878): NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:26.155 D/GpsLocationProvider(  878): SUPL_MODE=1
12-22 08:47:26.181 I/Telephony( 3753): PstnIncomingCallNotifier: Unregistering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:26.195 W/ctxmgr  ( 3637): [AclManager]checkPermissionTypeStatus: no inject permission for { uid=10013, packageName=com.google.android.gms }. Returned permission was: PACKAGE_NOT_WHITELISTED for context name=POWER_CONNECTION, account=account#-517948760#
12-22 08:47:26.196 E/ctxmgr  ( 3637): [PowerConnectionProducer]Could not write powerInfo=Plug state: 2 BatteryLevel: 0.9, status=Status{statusCode=unknown status code: 7503, resolution=null}
12-22 08:47:26.200 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))(lbl:  -> 3 AT)(desc:  -> 3 AT)]
12-22 08:47:26.208 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:26.210 I/Telephony( 3753): AccountEntry: Registered phoneAccount: [[ ] PhoneAccount: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0} Capabilities: 54 Schemes: tel voicemail ] with handle: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}
12-22 08:47:26.211 I/Telephony( 3753): PstnIncomingCallNotifier: Registering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:26.217 W/Telecom (  878): : No account found for the calling user
12-22 08:47:26.219 I/MmsService( 3753): MmsConfigManager loads in background mcc/mnc: 232/10
12-22 08:47:26.224 W/art     ( 3948): Verification of void com.google.android.gms.contextmanager.internal.h.a(com.google.android.gms.common.api.Status, com.google.android.gms.common.data.DataHolder) took 285.074ms
12-22 08:47:26.228 W/GAv4    ( 5941): AnalyticsService not registered in the app manifest. Hits might not be delivered reliably. See http://goo.gl/8Rd3yj for instructions.
12-22 08:47:26.239 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:26.281 W/Bugle   ( 5799): canonicalizeMccMnc: invalid mccmnc:null ,null
12-22 08:47:26.298 D/MmsServiceBroker(  878): getCarrierConfigValues() by com.google.android.apps.messaging
12-22 08:47:26.298 D/MmsService( 3753): getCarrierConfigValues
12-22 08:47:26.298 I/MmsService( 3753): mms config for sub 1: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}]
12-22 08:47:26.300 I/Bugle   ( 5799): Carrier configs loaded: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, groupChatDefaultsToMMS=false, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}] from resources+system for subId=1
12-22 08:47:26.331 W/art     ( 3948): Verification of void com.google.android.apps.gsa.extradex.nowcards.a.b(com.google.android.apps.gsa.extradex.nowcards.b) took 328.515ms
12-22 08:47:26.387 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:26.425 I/iu.UploadsManager( 3547): End new media; added: 0, uploading: 0, time: 120 ms
12-22 08:47:26.446 I/sensors (  878): activate
12-22 08:47:26.447 V/KeyguardServiceDelegate(  878): onScreenTurnedOff()
12-22 08:47:26.450 I/hubconnection(  878): sensorhub said: 'activate 31 enable:0'
12-22 08:47:26.465 E/libEGL  (  878): call to OpenGL ES API with no current context (logged once per thread)
12-22 08:47:26.466 I/sensors (  878): activate
12-22 08:47:26.470 D/SurfaceFlinger(  368): Set power mode=0, type=0 flinger=0x7f7e043c00
12-22 08:47:26.470 I/DisplayManagerService(  878): Display device changed state: "Integrierter Bildschirm", OFF
12-22 08:47:26.470 D/qdhwcomposer(  368): hwc_setPowerMode: Setting mode 0 on display: 0
12-22 08:47:26.475 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))]
12-22 08:47:26.476 I/hubconnection(  878): sensorhub said: 'activate 7 enable:0'
12-22 08:47:26.489 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:26.528 V/GLSActivity( 3637): AuthDelegateWrapperCreated with selected intent: Intent { cmp=com.google.android.gms/.auth.DefaultAuthDelegateService }
12-22 08:47:26.530 V/GLSActivity( 3637): AuthDelegateWrapperCreated with selected intent: Intent { cmp=com.google.android.gms/.auth.DefaultAuthDelegateService }
12-22 08:47:26.560 I/ActivityManager(  878): Killing 4946:com.google.android.partnersetup/u0a19 (adj 15): empty #17
12-22 08:47:26.607 I/qdhwcomposer(  368): handle_blank_event: dpy:0 panel power state: 0
12-22 08:47:26.610 W/art     ( 3948): Verification of void com.google.android.apps.gsa.extradex.nowcards.a.c(com.google.android.apps.gsa.extradex.nowcards.b) took 278.189ms
12-22 08:47:26.610 D/qdhwcomposer(  368): hwc_setPowerMode: Done setting mode 0 on display 0
12-22 08:47:26.610 D/SurfaceControl(  878): Excessive delay in setPowerMode(): 140ms
12-22 08:47:26.615 I/WebViewFactory( 3948): Loading com.google.android.webview version 46.0.2490.76 (code 249007650)
12-22 08:47:26.620 I/BroadcastQueue(  878): Delay finish: com.google.android.deskclock/com.android.deskclock.AlarmInitReceiver
12-22 08:47:26.622 W/art     ( 5849): Suspending all threads took: 50.330ms
12-22 08:47:26.622 I/DreamManagerService(  878): Entering dreamland.
12-22 08:47:26.623 I/PowerManagerService(  878): Dozing...
12-22 08:47:26.624 I/DreamController(  878): Starting dream: name=ComponentInfo{com.android.systemui/com.android.systemui.doze.DozeService}, isTest=false, canDoze=true, userId=0
12-22 08:47:26.630 I/ActivityManager(  878): Killing 4982:com.android.managedprovisioning/u0a22 (adj 15): empty #17
12-22 08:47:26.685 I/ActivityManager(  878): Delaying start of: ServiceRecord{7d7f6e0 u0 com.android.providers.calendar/.EmptyService}
12-22 08:47:26.687 I/vclib   ( 5849): onServiceConnected
12-22 08:47:26.688 I/sensors (  878): batch
12-22 08:47:26.689 I/sensors (  878): activate
12-22 08:47:26.692 I/hubconnection(  878): sensorhub said: 'batch 21 flags:0, sampling_rate_Hz:1000.00, max_report_latency_us:0'
12-22 08:47:26.694 I/hubconnection(  878): sensorhub said: 'activate 21 enable:1'
